AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_AREA_BASICA;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;IN_REDE;SG_ENTIDADE_ENSINO_REDE;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;NM_MODALIDADE_PROGRAMA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_PROGRAMA_IDIOMA;NM_GRAU_PROGRAMA;CD_CONCEITO_PROGRAMA;AN_INICIO_PROGRAMA;AN_INICIO_CURSO;DS_SITUACAO_PROGRAMA;DT_SITUACAO_PROGRAMA;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;33001014;7;UFSCAR;UNIVERSIDADE FEDERAL DE SÃO CARLOS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO CARLOS;ACADÊMICO;33001014047P0;CIÊNCIAS AMBIENTAIS;ENVIRONMENTAL SCIENCES;MESTRADO/DOUTORADO;4;2013;2013/2013;EM FUNCIONAMENTO;18FEB2013:00:00:00;138288;74149
2018;CIÊNCIAS BIOLÓGICAS;GENÉTICA;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;ACADÊMICO;32001010054P3;GENÉTICA;GENETICS POST-GRADUATION PROGRAM;MESTRADO/DOUTORADO;6;1998;1998/2003;EM FUNCIONAMENTO;28JUN2013:00:00:00;137720;73607
2018;ENGENHARIAS;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;CURITIBA;ACADÊMICO;40001016043P4;ENGENHARIA ELÉTRICA;POSGRADUATE PROGRAM IN ELECTRICAL ENGINEERING;MESTRADO/DOUTORADO;4;2002;2002/2015;EM FUNCIONAMENTO;17APR2013:00:00:00;138433;74285
2018;CIÊNCIAS DA SAÚDE;MEDICINA;MEDICINA;NÃO SE APLICA;NÃO SE APLICA;15;MEDICINA I;40002012;9;UEL;UNIVERSIDADE ESTADUAL DE LONDRINA;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUL;PR;LONDRINA;ACADÊMICO;40002012046P0;CIÊNCIAS DA SAÚDE;HEALTH SCIENCES;MESTRADO/DOUTORADO;5;2010;2010/2010;EM FUNCIONAMENTO;01JUN2010:00:00:00;138230;74102
2018;CIÊNCIAS HUMANAS;TEOLOGIA;TEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;44;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;42016010;1382;EST;ESCOLA SUPERIOR DE TEOLOGIA;NÃO;NA;PARTICULAR;PRIVADO;FACULDADE;SUL;RS;SÃO LEOPOLDO;ACADÊMICO;42016010001P9;TEOLOGIA;POSTGRADUATE PROGRAM IN THEOLOGY;MESTRADO/DOUTORADO;5;1983;1983/1990;EM FUNCIONAMENTO;29OCT2012:00:00:00;139214;74936
2018;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;SEROPÉDICA;ACADÊMICO;31002013003P3;CIÊNCIAS VETERINÁRIAS;VETERINARY SCIENCES;MESTRADO/DOUTORADO;6;1972;1972/1977;EM FUNCIONAMENTO;01JUN2010:00:00:00;139343;75051
2018;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;RN;NATAL;ACADÊMICO;23001011073P2;BIOLOGIA PARASITÁRIA;PARASITE BIOLOGY;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;23JAN2014:00:00:00;140138;75607
2018;ENGENHARIAS;ENGENHARIA SANITÁRIA;SANEAMENTO AMBIENTAL;SANEAMENTO AMBIENTAL;NÃO SE APLICA;10;ENGENHARIAS I;40005011;730;UEPG;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;SIM;UNICENTRO;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUL;PR;PONTA GROSSA;ACADÊMICO;40005011017P9;ENGENHARIA SANITÁRIA E AMBIENTAL - UNICENTRO;SANITARY AND ENVIRONMENTAL ENGINEERING;MESTRADO;3;2013;2013;EM FUNCIONAMENTO;27MAY2013:00:00:00;141577;76823
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;SOCIAIS E HUMANIDADES;SOCIAIS E HUMANIDADES;NÃO SE APLICA;45;INTERDISCIPLINAR;28001010;578;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;SALVADOR;ACADÊMICO;28001010083P5;ESTUDOS INTERDISCIPLINARES SOBRE A UNIVERSIDADE;INTERDISCIPLINARY STUDIES ABOUT THE UNIVERSITY;MESTRADO;3;2011;2011;EM FUNCIONAMENTO;22AUG2013:00:00:00;140960;76218
2018;CIÊNCIAS DA SAÚDE;MEDICINA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;CLÍNICA MÉDICA;DOENÇAS INFECCIOSAS E PARASITÁRIAS;16;MEDICINA II;28008014;534;EBMSP;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;NÃO;NA;PARTICULAR;PRIVADO;FACULDADE;NORDESTE;BA;SALVADOR;ACADÊMICO;28008014004P9;TECNOLOGIAS EM SAÚDE;HEALTH TECHNOLOGY;MESTRADO;3;2012;2012;EM FUNCIONAMENTO;05MAR2013:00:00:00;141146;76462
2018;CIÊNCIAS HUMANAS;PSICOLOGIA;PSICOLOGIA DO TRABALHO E ORGANIZACIONAL;PSICOLOGIA DO TRABALHO E ORGANIZACIONAL;NÃO SE APLICA;37;PSICOLOGIA;23004010;718;UNP;UNIVERSIDADE POTIGUAR;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;NORDESTE;RN;NATAL;PROFISSIONAL;23004010005P6;PSICOLOGIA ORGANIZACIONAL E DO TRABALHO;MASTER OF SCIENCE IN ORGANIZATIONAL PSYCHOLOGY;MESTRADO PROFISSIONAL;3;2015;2015;EM FUNCIONAMENTO;26MAY2015:00:00:00;140839;76139
2018;ENGENHARIAS;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;21001014;5;FUFPI;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;SIM;UFC;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;PI;TERESINA;ACADÊMICO;21001014078P9;ENGENHARIA ELÉTRICA;GRADUATE PROGRAM IN ELECTRICAL ENGINEERING;MESTRADO;3;2016;2016;EM FUNCIONAMENTO;18OCT2016:00:00:00;139901;75469
2018;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;CIÊNCIAS CONTÁBEIS;CIÊNCIAS CONTÁBEIS;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;41016017;3181;UNOCHAPECÓ;UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ;NÃO;NA;PARTICULAR;PRIVADO;FACULDADE;SUL;SC;CHAPECÓ;ACADÊMICO;41016017007P4;CIÊNCIAS CONTÁBEIS E ADMINISTRAÇÃO;PROGAM GRADUATE IN ACCOUNTING AND ADMINISTRATION;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;26MAY2015:00:00:00;140910;76208
2018;CIÊNCIAS AGRÁRIAS;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA;NÃO SE APLICA;NÃO SE APLICA;24;MEDICINA VETERINÁRIA;25003011;587;UFRPE;UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;PE;RECIFE;ACADÊMICO;25003011025P6;SANIDADE E REPRODUÇÃO DE RUMINANTES;HEALTH AND REPRODUCTION OF RUMINANTS;MESTRADO;4;2010;2010;EM FUNCIONAMENTO;17JAN2013:00:00:00;141009;76327
2018;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;JORNALISMO E EDITORAÇÃO;JORNALISMO E EDITORAÇÃO;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;24001015;NI;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAÍBA ( JOÃO PESSOA );NÃO;NA;FEDERAL;PÚBLICO;NÃO INFORMADO;NORDESTE;PB;JOÃO PESSOA;PROFISSIONAL;24001015068P1;JORNALISMO;POST-GRADUATION PROGRAM IN JOURNALISM / PROFESSIONAL MASTER;MESTRADO PROFISSIONAL;3;2013;2013;EM FUNCIONAMENTO;07OCT2013:00:00:00;136326;72351
2018;CIÊNCIAS BIOLÓGICAS;GENÉTICA;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;42019010;449;ULBRA;UNIVERSIDADE LUTERANA DO BRASIL;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUL;RS;CANOAS;PROFISSIONAL;42019010011P7;GENÉTICA E TOXICOLOGIA APLICADA;APPLIED GENETICS AND TOXICOLOGY;MESTRADO PROFISSIONAL;3;2005;2005;EM FUNCIONAMENTO;01JUN2010:00:00:00;140319;75695
2018;CIÊNCIAS BIOLÓGICAS;FISIOLOGIA;FISIOLOGIA GERAL;FISIOLOGIA GERAL;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;31035019;NI;UNIGRANRIO;UNIVERSIDADE DO GRANDE RIO - PROF JOSE DE SOUZA HERDY;SIM;"UEZO;INMETRO";PARTICULAR;PRIVADO;NÃO INFORMADO;SUDESTE;RJ;DUQUE DE CAXIAS;ACADÊMICO;31035019005P0;BIOMEDICINA TRANSLACIONAL;BIOMEDICINA TRANSLACIONAL;MESTRADO/DOUTORADO;4;2015;2015/2015;EM FUNCIONAMENTO;21JUL2015:00:00:00;140938;76231
2018;ENGENHARIAS;ENGENHARIA QUÍMICA;ENGENHARIA QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;TOLEDO;ACADÊMICO;40006018033P0;PROCESSOS QUÍMICOS E BIOTECNOLÓGICOS;CHEMICAL AND BIOTECHNOLOGICAL PROCESSES;MESTRADO;3;2015;2015;EM FUNCIONAMENTO;20MAR2015:00:00:00;141037;76290
2018;CIÊNCIAS HUMANAS;EDUCAÇÃO;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;32002017;8;UFV;UNIVERSIDADE FEDERAL DE VIÇOSA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;VIÇOSA;ACADÊMICO;32002017037P8;EDUCAÇÃO;POSTGRADUATE PROGRAM IN EDUCATION;MESTRADO;3;2009;2009;EM FUNCIONAMENTO;22FEB2013:00:00:00;140102;75578
2018;MULTIDISCIPLINAR;ENSINO;ENSINO DE CIÊNCIAS E MATEMÁTICA;ENSINO DE CIÊNCIAS E MATEMÁTICA;NÃO SE APLICA;46;ENSINO;23001011;570;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;RN;NATAL;PROFISSIONAL;23001011032P4;ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA;PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE CIÊNCIAS NATURAIS E MATEMÁTICA;MESTRADO PROFISSIONAL;4;2002;2002;EM FUNCIONAMENTO;22AUG2013:00:00:00;140223;75639
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;28002016;666;UEFS;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;BA;FEIRA DE SANTANA;ACADÊMICO;28002016005P7;MODELAGEM EM CIÊNCIAS DA TERRA E DO AMBIENTE;EARTH SCIENCES AND ENVIRONMENTAL MODELLING;MESTRADO;4;2006;2006;EM FUNCIONAMENTO;07AUG2010:00:00:00;141396;76648
2018;ENGENHARIAS;ENGENHARIA ELÉTRICA;ENGENHARIA ELÉTRICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;31022014;593;CEFET/RJ;CENTRO FEDERAL DE EDUCAÇÃO TECN. CELSO SUCKOW DA FONSECA;SIM;UFF;FEDERAL;PÚBLICO;CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31022014007P2;INSTRUMENTAÇÃO E ÓPTICA APLICADA;INSTRUMENTATION AND APPLIED OPTICS;DOUTORADO;4;2015;2015;EM FUNCIONAMENTO;11AUG2014:00:00:00;140216;75632
2018;CIÊNCIAS EXATAS E DA TERRA;FÍSICA;FÍSICA;NÃO SE APLICA;NÃO SE APLICA;3;ASTRONOMIA / FÍSICA;13001019;789;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019002P0;FÍSICA;PHYSICS;MESTRADO;2;2006;2006;EM DESATIVACAO;08FEB2018:00:00:00;141450;76729
2018;CIÊNCIAS HUMANAS;SOCIOLOGIA;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;21001014;5;FUFPI;FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORDESTE;PI;TERESINA;ACADÊMICO;21001014030P6;SOCIOLOGIA;SOCIOLOGY;MESTRADO;3;2012;2012;EM FUNCIONAMENTO;22DEC2013:00:00:00;141219;76484
2018;CIÊNCIAS AGRÁRIAS;ZOOTECNIA;ZOOTECNIA;NÃO SE APLICA;NÃO SE APLICA;23;ZOOTECNIA / RECURSOS PESQUEIROS;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;MONTES CLAROS;ACADÊMICO;32001010098P0;PRODUÇÃO ANIMAL;ANIMAL PRODUCTION;MESTRADO;4;2014;2014;EM FUNCIONAMENTO;18NOV2013:00:00:00;138079;73923
2018;CIÊNCIAS AGRÁRIAS;AGRONOMIA;FITOSSANIDADE;FITOSSANIDADE;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;42003016;634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;CAPÃO DO LEÃO;ACADÊMICO;42003016018P8;FITOSSANIDADE;CROP PROTECTION GRADUATE PROGRAM;MESTRADO/DOUTORADO;6;1999;1999/2000;EM FUNCIONAMENTO;03DEC2013:00:00:00;136309;72333
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;31010016;NI;FIOCRUZ;FUNDACAO OSWALDO CRUZ (FIOCRUZ);NÃO;NA;FEDERAL;PÚBLICO;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;ACADÊMICO;31010016021P0;BIOLOGIA COMPUTACIONAL E SISTEMAS;COMPUTATIONAL BIOLOGY AND SYSTEMS;MESTRADO/DOUTORADO;5;2008;2008/2008;EM FUNCIONAMENTO;07AUG2010:00:00:00;136640;72598
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;MEIO AMBIENTE E AGRÁRIAS;MEIO AMBIENTE E AGRÁRIAS;NÃO SE APLICA;45;INTERDISCIPLINAR;22003010;29;UECE;UNIVERSIDADE ESTADUAL DO CEARÁ;SIM;EMBRAPA-CNPAT;ESTADUAL;PÚBLICO;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;ACADÊMICO;22003010026P4;RECURSOS NATURAIS;NATURAL RESOURCES;MESTRADO;4;2013;2013;EM FUNCIONAMENTO;01FEB2013:00:00:00;136647;72644
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;33001014;7;UFSCAR;UNIVERSIDADE FEDERAL DE SÃO CARLOS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SOROCABA;PROFISSIONAL;33001014040P5;SUSTENTABILIDADE NA GESTÃO AMBIENTAL;PROFESSIONAL MASTER DEGREE IN SUSTAINABILITY;MESTRADO PROFISSIONAL;3;2011;2011;EM FUNCIONAMENTO;17OCT2012:00:00:00;136806;72782
2018;ENGENHARIAS;ENGENHARIA BIOMÉDICA;ENGENHARIA BIOMÉDICA;NÃO SE APLICA;NÃO SE APLICA;14;ENGENHARIAS IV;33144010;4925;UFABC;UNIVERSIDADE FEDERAL DO ABC;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO BERNARDO DO CAMPO;ACADÊMICO;33144010015P8;ENGENHARIA BIOMÉDICA;BIOMEDICAL ENGINEERING;MESTRADO;3;2012;2012;EM FUNCIONAMENTO;18SEP2012:00:00:00;138184;74024
2018;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;40043010;15001;UNILA;UNIVERSIDADE FEDERAL DA INTEGRAÇÃO LATINO-AMERICANA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;FOZ DO IGUAÇU;ACADÊMICO;40043010007P8;BIODIVERSIDADE NEOTROPICAL;NEOTROPICAL BIODIVERSITY;MESTRADO;3;2017;2017;EM FUNCIONAMENTO;07AUG2017:00:00:00;138365;74205
2018;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;MATINHOS;ACADÊMICO;40001016081P3;DESENVOLVIMENTO TERRITORIAL SUSTENTÁVEL;MASTER IN SUSTAINABLE TERRITORIAL DEVELOPMENT;MESTRADO;4;2014;2014;EM FUNCIONAMENTO;07OCT2014:00:00:00;137658;73533
2018;CIÊNCIAS EXATAS E DA TERRA;QUÍMICA;QUÍMICA;NÃO SE APLICA;NÃO SE APLICA;4;QUÍMICA;13001019;789;UFRR;FUNDAÇÃO UNIVERSIDADE FEDERAL DE RORAIMA;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;RR;BOA VISTA;ACADÊMICO;13001019003P6;QUIMICA;POSTGRADUATE PROGRAM IN CHEMISTRY;MESTRADO;2;2006;2006;EM DESATIVACAO;22FEB2018:00:00:00;137707;73593
2018;CIÊNCIAS BIOLÓGICAS;GENÉTICA;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;NÃO;NA;ESTADUAL;PÚBLICO;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;ACADÊMICO;33002010188P9;BIOINFORMÁTICA;INTER-DEPARTMENTAL GRADUATE PROGRAM IN BIOINFORMATICS;MESTRADO/DOUTORADO;4;2002;2008/2002;EM FUNCIONAMENTO;15JAN2014:00:00:00;138679;74457
2018;CIÊNCIAS SOCIAIS APLICADAS;ARQUITETURA E URBANISMO;ARQUITETURA E URBANISMO;NÃO SE APLICA;NÃO SE APLICA;29;ARQUITETURA, URBANISMO E DESIGN;31001017;586;UFRJ;UNIVERSIDADE FEDERAL DO RIO DE JANEIRO;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;PROFISSIONAL;31001017150P0;PROJETO E PATRIMÔNIO;ARCHITECTURAL AND URBAN DESIGN AND HERITAGE;MESTRADO PROFISSIONAL;4;2013;2013;EM FUNCIONAMENTO;27FEB2014:00:00:00;138088;73931
2018;CIÊNCIAS AGRÁRIAS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;NÃO SE APLICA;NÃO SE APLICA;25;CIÊNCIA DE ALIMENTOS;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;NORTE;PA;BELÉM;ACADÊMICO;15001016038P0;CIÊNCIA, TECNOLOGIA E ENGENHARIA DE ALIMENTOS;FOOD SCIENCE, TECHNOLOGY AND ENGINEERING;MESTRADO/DOUTORADO;4;2003;2003/2011;EM FUNCIONAMENTO;11MAR2014:00:00:00;138607;74405
2018;MULTIDISCIPLINAR;INTERDISCIPLINAR;SAÚDE E BIOLÓGICAS;SAÚDE E BIOLÓGICAS;NÃO SE APLICA;45;INTERDISCIPLINAR;42021014;641;UNILASALLE;UNIVERSIDADE LA SALLE;NÃO;NA;PARTICULAR;PRIVADO;UNIVERSIDADE;SUL;RS;CANOAS;PROFISSIONAL;42021014004P8;SAÚDE E DESENVOLVIMENTO HUMANO;HEALTH AND HUMAN DEVELOPMENT;MESTRADO PROFISSIONAL;4;2013;2013;EM FUNCIONAMENTO;15APR2013:00:00:00;138436;74275
2018;ENGENHARIAS;ENGENHARIA CIVIL;ESTRUTURAS;ESTRUTURAS;NÃO SE APLICA;10;ENGENHARIAS I;32001010;575;UFMG;UNIVERSIDADE FEDERAL DE MINAS GERAIS;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;ACADÊMICO;32001010038P8;ENGENHARIA DE ESTRUTURAS;STRUCTURAL ENGINEERING GRADUATE PROGRAM - UFMG;MESTRADO/DOUTORADO;4;1988;1988/2000;EM FUNCIONAMENTO;23JUL2012:00:00:00;138641;74419
2018;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;30004012;1808;IFES;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO;NÃO;NA;FEDERAL;PÚBLICO;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA;SUDESTE;ES;VITÓRIA;ACADÊMICO;30004012001P0;ENGENHARIA METALÚRGICA E DE MATERIAIS;POSTGRADUATE IN METALLURGICAL ENGINEERING AND MATERIALS;MESTRADO;3;2009;2009;EM FUNCIONAMENTO;07MAR2014:00:00:00;138253;74093
2018;CIÊNCIAS HUMANAS;CIÊNCIA POLÍTICA;CIÊNCIA POLÍTICA;NÃO SE APLICA;NÃO SE APLICA;39;CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013033P4;CIÊNCIA POLÍTICA;POLITICAL SCIENCE;MESTRADO/DOUTORADO;4;1973;1973/1996;EM FUNCIONAMENTO;07JAN2013:00:00:00;138289;74150
2018;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;EPIDEMIOLOGIA;EPIDEMIOLOGIA;NÃO SE APLICA;22;SAÚDE COLETIVA;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;ACADÊMICO;42001013074P2;EPIDEMIOLOGIA;POST GRADUATE PROGRAM IN EPIDEMIOLOGY, UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL (UFRGS), BRAZIL.;MESTRADO/DOUTORADO;6;1999;1999/1999;EM FUNCIONAMENTO;07AUG2010:00:00:00;138458;74259
2018;ENGENHARIAS;ENGENHARIA DE PRODUÇÃO;ENGENHARIA DE PRODUÇÃO;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;40006018;588;UTFPR;UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ;NÃO;NA;FEDERAL;PÚBLICO;UNIVERSIDADE;SUL;PR;PATO BRANCO;ACADÊMICO;40006018031P8;ENGENHARIA DE PRODUÇÃO E SISTEMAS (PPGEPS);INDUSTRIAL AND SYSTEMS ENGINEERING;MESTRADO;3;2014;2014;EM FUNCIONAMENTO;28FEB2014:00:00:00;137463;73383
2018;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;ODONTOLOGIA;NÃO SE APLICA;NÃO SE APLICA;18;ODONTOLOGIA;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );NÃO;NA;ESTADUAL;PÚBLICO;NÃO INFORMADO;SUDESTE;SP;RIBEIRÃO PRETO;ACADÊMICO;33002029048P8;BIOLOGIA ORAL;ORAL BIOLOGY;MESTRADO/DOUTORADO;4;2015;2015/2015;EM FUNCIONAMENTO;14APR2015:00:00:00;138290;74151
2018;CIÊNCIAS DA SAÚDE;MEDICINA;CARDIOLOGIA;CLÍNICA MÉDICA;CARDIOLOGIA;15;MEDICINA I;42018013;NI;FUC;FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA;NÃO;NA;PARTICULAR;PRIVADO;NÃO INFORMADO;SUL;RS;PORTO ALEGRE;PROFISSIONAL;42018013003P4;PROCESSOS DE PESQUISA E INOVAÇÃO EM SAÚDE;GRADUATE PROGRAM ON RESEARCH PROCESSES AND INNOVATION IN HEALTHCARE;MESTRADO PROFISSIONAL;4;2014;2014;EM FUNCIONAMENTO;02DEC2013:00:00:00;135531;71628
